,crystal_name,indirect_bandgap (eV),_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma
2874,Mn8O8Rb2,0.368,8.681739547,8.681063745,2.71325614,90.00015643,90.00002088,89.99540284
2875,Cl16Fe4Li9,0.3634,7.145252288,6.948139942,10.08882525,89.99138814,92.21551551,89.8826857
2876,Cl16Co3Li10,0.4706,7.152506965,7.035485591,10.13510124,90.00002154,92.66958911,89.99976485
2877,Cl16Fe5Li8,0.3645,6.968499278,6.943879272,9.794342452,91.08538631,90.06837064,89.69333316
2878,K2LiO8Zn7,0.846,8.315052635,8.276850285,3.332073728,89.99999035,89.99996728,89.48534815
2879,Al20B9F2Fe2Mg5Na2O91Si18,1.601,15.7239494,15.72272103,7.061601306,90.31846172,89.75224082,119.9259572
2880,Al19B9CaFe4Mg4NaO93Si18,1.5428,15.69116548,15.65497274,7.063915447,90.33300023,89.75279705,119.8191877
2881,K6Mg10O60Si24,0.6859,10.19741189,10.19741188,13.85171618,90.00000098,90.00000056,120.0343326
2882,Li3MnN2,0.3842,4.527693293,4.527693328,3.07566784,90.00000324,90.00000306,85.10930731
2883,LiMn3N2,0.3678,4.515391989,4.516132379,2.688611063,90.00000834,90.00000806,93.09243779
2884,Li2Mn2N2,0.3824,4.70537932,4.317076448,2.754694364,90.00000648,90.00011551,90.00632379
2885,FeLa5Li3O16Sr3,0.5713,5.231351533,5.231355887,12.87893644,89.99959479,89.99991133,90.00000212
2886,FeLa7Li3O16Sr,0.5015,5.254234314,5.254236844,12.79814497,90.0001567,90.00028423,89.99995291
2887,Li2Nb3O18W3,1.5988,5.234232618,5.23423445,13.58227484,90.00048382,89.99991036,120.0167481
2888,FeLa6Li3O16Sr2,0.4029,5.263957024,5.208970464,12.87243867,90.00071124,90.00007484,89.99998279
2889,Li3O16Sn4Zn5,0.3793,6.029169383,5.98883091,9.864264442,89.52511503,89.66292225,119.3904322
2890,Li3O16Sn6Zn3,0.8852,6.218690196,6.164268116,9.959509867,89.94715658,89.97616258,119.3641812
2891,Fe3Li2O8Sn,0.3735,2.909650598,4.687879706,9.588743398,90.20532914,90.00000013,90.0000002
2892,FeLi5O8Sn3,0.4667,3.065905336,5.227995714,11.59938743,88.45906478,89.99818102,89.99833299
2893,Li5O16Sn4Zn3,0.3706,5.888833105,6.010309322,9.937516374,89.05975711,91.48467902,118.2730804
2894,Fe16Li5O32Zn3,0.3667,8.045504582,8.006917524,8.005758044,89.30807308,90.65767346,91.09652368
2895,Li22Mo10O27,0.3668,8.308342441,8.220474891,8.185433611,88.33975717,90.09626013,90.61133723
2896,Al16Be4Ca4Li3O48Si4,0.3712,5.236098234,8.951922899,18.71845464,89.23767134,96.21156607,90.59824504
2897,Li23Mo9O29,0.3721,8.167608493,8.328447818,8.42345612,90.97181251,89.29731864,90.74026048
2898,Al14Be4Ca4Li2O48Si6,4.2624,5.192956448,8.929580633,18.93636274,89.95827145,95.18705258,89.76585981
2899,Li25Mo7O27,0.3715,8.260075271,8.340599171,8.228700367,90.97261491,92.99098254,89.01682912
2900,Al14Be5Ca4Li2O48Si5,0.369,5.207716516,8.880412906,18.60955469,89.98595189,96.59831282,90.00485406
2901,La4O24Ti8,0.3823,7.570856639,7.572157263,7.824210294,90.00001725,90.00000335,89.99999172
2902,Fe18Li3O32Zn3,0.3638,7.967785959,8.002033838,8.051987431,90.97172821,89.75297856,89.53589935
2903,Li2O16Ru8,0.4403,9.314463966,9.31504107,3.06598321,90.00006009,90.00002767,90.00721718
2904,Al8B3LiNaO31Si6,5.4509,9.42867541,9.428591563,9.480983568,113.6860941,113.6865234,114.0213944
2905,Al7B3FeMgNaO31Si6,1.7589,9.387381111,9.306301456,9.350429986,114.0393194,113.9210644,113.8219442
2906,Al8B3FeO31Si6,1.6818,9.334763528,9.285901249,9.334712484,113.9292912,113.9711508,113.9304274
2907,Br4Li4,5.8019,5.407708438,5.40770716,5.407705697,89.99998741,89.99999332,89.99999682
2908,Li4Mn11Mo12O48,0.368,4.902822529,10.03673009,16.84587729,90.00018964,91.1062678,89.99921549
2909,Na8O24V8,3.2139,10.27237864,9.012441335,5.749874062,89.99996924,108.1061879,90.00000297
2910,Fe17Li7O32,0.3696,7.887924135,7.929191537,7.92925641,90.25379902,89.98573575,90.01373741
2911,Fe19GeLi4O32,0.3645,7.954752487,7.91568946,7.922397002,89.98292157,89.86177773,88.97330203
2912,F32Li16Zr5,1.3013,9.754957684,9.613094451,5.622595342,90.00003984,89.5620139,90.00001041
2913,FeLi2P2S6,0.6434,5.789630049,5.789630015,6.697442923,90.00001943,90.00002203,120.0000238
2914,Fe17O32Zn7,0.3641,8.042618284,8.042597425,8.042618319,90.42959073,90.42650523,90.42857364
2915,AlLi3Ni2O6,0.3937,2.837065219,2.837065205,14.08606189,89.9999414,90.00005703,120.0015302
2916,Fe20LiO32Zn3,0.3646,7.932428324,8.038692842,8.006861972,90.65059576,90.40864973,90.81309981
2917,Ge12Li10O32Zn3,3.5068,8.231759466,8.298847697,8.250765828,90.72481688,90.64378245,89.5809706
2918,Li4Mo4O21P4,0.4402,16.69969903,4.018217603,6.310260976,90.2868454,90.79181127,89.98772711
2919,Li11O32Ti12,1.8001,8.369960434,8.378614736,8.319523807,90.12113599,90.03730722,89.96387365
2920,Li6Mg2O32V16,0.3673,8.17607065,8.176062054,8.170540179,90.13566193,90.13565085,91.24241755
2921,Li9O32V13Zn2,0.3684,8.221423131,8.100540852,8.220266384,87.89561308,89.65669335,89.45346112
2922,Li6O32V15Zn3,0.3648,8.155869983,8.293282171,8.140014379,90.80656231,90.54614414,90.99916393
2923,CdLi3,0.7791,4.147898716,4.147898098,4.147898111,89.99999953,89.99999134,89.99999517
2924,Li2O30Ta12,1.4975,16.80846729,3.852283565,9.050154022,89.99999996,90.00072644,90.00000004
2925,Cd8Li8,0.5617,6.6155215,6.61552183,6.615521079,89.9999904,89.99999727,89.99998657
2926,Al6Cs2Li6O34Si6,0.4399,12.70828838,12.8702868,4.850116754,91.72407466,89.36133427,121.3964364
2927,Al21Fe8MgO48Si6,0.3819,8.00047188,16.7261026,5.766361068,89.95142483,89.9888589,90.14763618
2928,Al17Fe9LiMg2O48Si7,0.5719,8.038480502,17.04932593,5.756176396,89.89968907,90.07289689,89.05964601
2929,Al18Fe7Mg2O48Si7,0.421,7.824098112,16.80688665,5.636360408,90.10874,89.87756006,89.92520352
2930,Al17Li4Na4O48Si7,5.2196,5.276403404,9.050265897,19.14795335,89.84458172,95.02842441,89.80241128
2931,Al23B9Mn4Na3O93Si18,1.7967,15.54809472,15.62657342,7.033924208,90.16783991,90.00053043,119.84612
2932,Al23B9Mn4Na2O93Si18,1.8084,15.61387737,15.63113583,7.025817987,89.95665378,90.10425118,120.2503984
2933,Fe3Li9O24Sb6,0.4358,8.961625905,4.984188848,9.743149906,90.42050285,89.97285449,89.80028341
2934,F12Fe4Li2,0.4398,4.460421569,4.460421583,8.775586035,90.00000343,90.00000494,89.9965452
2935,Fe5Li3O16Sb2Sn2,0.3666,5.93426922,5.8675483,9.833038517,90.14498175,91.3816626,119.4535276
2936,Fe4Li9O24Sb5,0.5367,8.857337766,5.043649512,9.388554887,89.73766008,89.87205004,89.78877054
2937,Fe2Li7O16Sb2Sn,0.3627,5.786646778,5.912429564,9.838510422,91.66928435,92.23122789,120.0235072
2938,Fe4Li4O24Sb7,0.4266,9.191806885,5.010919433,9.593676334,90.71196877,89.95015273,90.29655677
2939,Fe5Li4O16Sb2Sn,0.7267,5.718738852,5.820956905,9.58391444,90.10288579,89.99988333,119.4174373
2940,Li4Nb5O32Ta7,3.4457,7.436155567,5.034244223,15.29084801,89.96732318,107.1944372,90.11526941
2941,Li4Nb3O32Ta9,3.6756,7.468267021,5.039726068,15.24411146,90.01081635,107.4440722,90.03959402
2942,LiMo44Na21O144,2.5474,7.274026197,17.84912171,22.26218677,90.03076983,89.811943,89.81863616
2943,Li2Mo44Na22O144,2.1118,7.270002993,17.82185315,22.28382551,89.99999975,89.72702015,89.99984311
2944,K2Li6Na3O60Si24TiZr3,0.5016,10.21132725,10.2112964,14.35691822,90.00006776,90.00008793,120.0062312
2945,Fe3K2Li6Na2O60Si24Zr,2.4973,9.995056041,9.995055075,14.14498076,89.99989269,89.99999609,120.003142
2946,FeIr2O6,0.3705,3.016822429,3.016821357,12.77385718,90.00033482,89.99962882,120.0089001
2947,Fe2Li2O6,0.3775,2.770351738,2.770351461,14.19077266,90.00097557,89.99894407,120.0018232
2948,Bi10Nb8O36,2.9638,24.10260799,5.401629009,5.422415424,90.00027556,89.99998187,89.99990921
2949,Li15Mg32Zn49,0.41,10.30029365,10.29517242,16.69244172,89.99068266,89.90497673,119.8633523
2950,CrF12LiZn4,2.4968,4.66680207,4.666801704,9.295119717,90.0000162,90.00000474,91.17180221
2951,CrF12Li2Zn3,1.5949,4.625999456,4.625999448,9.298861232,90.00001788,90.00002056,92.22701697
2952,Al4B10Be2KLi4NaO27,3.8384,7.472337071,7.423621085,7.472295202,90.29528675,90.55415671,89.7056779
2953,Co13Li5O32Ti6,0.3705,7.613960296,8.243694243,8.240574427,85.03943796,92.41707464,87.04437984
2954,Co2Li10O32Ti12,0.4487,8.303089297,8.30309177,8.303084622,89.97396368,89.97396653,90.02604064
2955,Co16LiO32Ti7,0.3769,8.080194656,8.080184557,8.128564341,92.00749141,87.99159039,89.26155609
2956,Co2Li11O32Ti11,0.3692,8.292430943,8.340302974,8.376740693,89.70805603,90.33754518,89.83431986
2957,O2Zn,0.3652,2.986527596,2.986557542,4.565139827,57.94197274,122.0565331,114.1441033
2958,OZn,4.9416,3.23458599,3.234590616,3.732934746,89.99911601,90.00084003,120.0324916
2959,Li3Mg5N4,0.9912,5.128058702,5.070454412,5.070454403,90.00003459,89.99999424,90.0000071
2960,Li8Mg40N29,1.9279,9.973203625,9.931217398,9.991527501,90.09370917,90.04007636,89.94243535
2961,FeLi3Mg3O16P4,0.5411,4.699134835,9.982652918,5.76725821,90.53053042,89.25256106,89.09001637
2962,Al22Li18O72Si14,4.0257,13.58945039,13.57564637,9.069528198,89.95146895,90.15482928,120.0156015
2963,AlFeMgO20Si8,0.5727,5.176295878,8.423838919,9.391936013,88.86586912,96.15129,89.02988971
2964,Li3O16Si4Zn5,4.2618,6.608097506,10.33243812,5.044737117,90.02672105,89.98166979,90.18949873
2965,Li2O16Si6Zn4,0.6778,6.826334412,9.987872991,4.974891876,89.99976268,87.19048857,90.0003889
2966,O16Si8Zn4,1.0892,6.765907088,9.653140898,4.78694106,90.00161322,83.91429696,89.99954029
2967,Li4O16Si7Zn,0.5895,6.380064514,10.47686292,4.956235422,92.711867,90.32297956,89.41307269
2968,Cr6Li10Na3O72P18Ti6,0.3686,8.346250149,8.331192439,22.10507041,90.39114082,90.12451317,119.8517081
2969,Li2O4,0.367,3.23550152,4.937475831,3.449062341,89.99977596,90.00002218,94.34459736
2970,F8KLi6O32P8V8,0.3759,12.67417021,6.284559327,10.57345881,89.88345932,89.93810711,89.74188849
2971,Cr7Li12Na4O72P18Ti5,0.37,8.376216167,8.37620891,22.03033723,89.99989832,90.00014086,120.0013062
2972,Cr4Li8Na2O72P18Ti8,1.4627,8.379315973,8.368286535,22.08756626,89.98051952,90.24774931,120.1403036
2973,LiNbO4,0.3873,4.658392714,4.65837032,3.084577131,89.99996621,89.99996936,88.51252208
2974,Fe6Li8Na2O72P18Ti6,0.3772,8.266365559,8.260181261,21.90766082,90.69210511,89.74137005,120.0258208
2975,Ga4Li4O20Si4,0.3723,10.56324402,8.144633597,5.05873231,89.60302814,90.00280128,90.00039485
2976,Fe3LiO4,0.4356,3.981690379,3.981509405,3.981459445,90.00000153,89.99998658,89.99999194
2977,Al6Cs2Li5O29Si6,0.3679,12.40269759,12.36797464,4.969558761,89.68033963,90.32619708,119.5915008
2978,Fe2Li2O4,0.3738,4.038920337,3.701394782,4.038919851,89.99999754,89.9999978,90.00000152
2979,Li9Mn12O32Zn3,0.3697,8.024781319,8.0290193,8.02844393,87.87248741,87.89632664,87.89545394
2980,Co7Ge12Li5O32,0.3718,8.222401898,8.222457154,8.222447224,90.56787952,90.57128758,89.42841128
2981,Mn4N2,0.3738,4.545147877,4.545155248,2.622151116,89.99983718,89.9998365,89.92171425
2982,Co6Ge12Li6O32,0.3725,8.254720639,8.192194817,8.192243958,90.8578725,89.20460122,89.20306362
2983,AuLi8Si7,0.7934,6.07093242,6.070852955,6.070901267,90.00000799,89.99995064,89.99996982
2984,B8Fe7Li7O24,0.3646,5.196996484,8.223504205,9.258046293,89.55336587,93.10981634,89.94459597
2985,Au2Li10Sn4,0.5443,6.346859531,6.752567201,6.346860781,90.00000264,90.00000122,89.99999724
2986,Au3Li9Sn4,0.5624,6.837338528,6.315203909,6.315203663,90.00000642,90.00006711,90.00002756
2987,AuLa8Li3O16,0.4198,5.340519633,12.7935321,5.340217485,90.00000586,89.99998053,89.99999835
2988,Au3La8LiO16,0.3931,5.594898126,13.09722676,5.59729675,89.9998567,90.00002169,90.00022501
2989,Au2La8Li2O16,0.5032,5.36632666,13.19784897,5.367712689,89.99999031,89.99999354,89.99999702
2990,F12Li2RhZn3,1.8195,4.64642365,4.646423636,9.319335719,90.00003083,90.0000321,91.79025362
2991,Li6S12Sn6,0.4304,21.0406841,3.71051295,6.593292419,90.00000062,110.3391425,90.00000036
2992,Li4S12Sn5,0.4636,18.91136587,3.66334351,6.423580719,89.99998785,103.1686267,90.00000206
2993,Li16Ni8O21,0.4688,4.861778972,8.404829953,9.394683727,90.25431546,100.2020118,90.18313402
2994,F12Li2Ni3Rh,0.4125,4.571907601,4.571907633,9.042801414,89.99999829,89.99998261,89.56457461
2995,Li5S12Sn6,0.4893,19.87154711,3.731222811,6.846842396,89.99999991,111.0317307,90.00000058
2996,BrLi2O,3.7338,2.942004697,4.546529578,4.546530287,89.99999928,90.00000151,89.99999857
2997,Cu10Li6Mo12O48,0.3759,10.40455739,5.027892865,17.39520477,87.76714376,89.785528,89.85739823
2998,Li15Mn6O24Sb3,0.4301,5.187442581,8.571063449,9.713345212,89.99952463,98.12831119,90.00027323
2999,Ge16Li62,0.4173,4.452766,21.85783219,13.03802273,89.90926535,90.00729021,89.99892676
3000,Ge4Li11O16,5.3171,11.04314701,6.168626988,5.275722251,88.90427076,90.63920115,87.43477166
3001,Al16Fe2LiMg5Na3O75Si20,0.7701,16.88738366,9.719958649,9.388860222,89.80228137,89.36001426,89.83072982
3002,LiMn8NaO30Si10,0.4205,7.009150495,11.90166148,6.428227463,98.72619935,91.45434334,106.5356108
3003,Li6Mn16O26,0.37,7.811388478,7.598713369,7.886929261,89.13180088,90.09993843,89.98433608
3004,Li2Mn16O29,0.3688,7.717385234,7.705982926,7.681604901,89.9469681,89.4097889,90.82272118
3005,Li4Mn16O29,0.3644,7.833544952,7.821809436,7.750473513,88.06244032,88.46080651,90.9156008
3006,Li4Mn12O32,0.3686,8.039816575,8.005041346,7.825832053,91.72517272,93.92704365,90.6296192
3007,Fe5K4Li4Mn3Na8O96Si32Ti8,0.4019,16.45428914,12.24943274,9.829026695,89.9953209,116.1240258,89.99289588
3008,Li9O64Ta24,1.9251,16.81236277,7.716413996,8.922524457,90.00003638,89.68187469,90.00001014
3009,FeLi2O8Sn3,0.4725,3.13087047,5.219595587,9.566606742,87.81607392,90.00000007,90.00000016
3010,FeLi5O8Sn2,0.5784,3.092014344,5.108173777,10.01408945,83.84346899,89.9999984,89.99999767
3011,Fe5K4Li4Na8O96Si32Ti11,0.5835,16.44054999,12.34782164,9.827924427,90.02663335,115.9067533,89.83879136
3012,Fe6K4Li4Na8O96Si32Ti10,0.4911,16.43366723,12.32572798,9.80873843,90.04834544,115.8436992,89.8960895
3013,Ag18Li34,0.3815,9.448719088,9.448636245,9.44871936,89.9999966,89.98574083,90.00000131
3014,Li6Ni5O42Ti16,0.3889,5.017126668,5.017135751,32.66074786,90.0016885,89.99912156,120.0048434
3015,BaN2OTa,0.4935,4.09718041,4.121254017,4.096980936,89.99999954,89.99999974,89.99999787
3016,Cd2Li4S9Sn2,0.392,7.819196703,7.31325938,6.813246025,82.31980613,92.39626003,80.88481307
3017,BaLiNO2,0.3947,4.044039191,3.829193382,4.041962566,89.9999986,90.00000065,89.99999756
3018,NO11Sr4Ta4,0.4871,5.607081534,5.607081612,8.073306324,89.99995444,89.99995352,89.99999977
3019,N3O9Sr4Ta4,0.5529,5.671420294,5.671420382,7.97441807,89.99998718,89.99998726,90.10571288
3020,F8Li11Na5Ni8O32P8,0.3693,10.39685813,6.368396061,11.05322804,89.11218577,90.49797879,89.93446721
3021,AlF3Fe4KMg5MnNa4O45Si15,0.8314,9.53582427,17.51060282,5.231038686,90.03899428,104.5330055,89.99630966
3022,Ca2F3Fe3Mg6MnNa3O45Si16,0.4499,9.629192636,17.55641111,5.202769844,90.03894004,104.866829,90.10358083
3023,CaF3Fe4Mg4Mn2Na6O45Si16,0.6035,9.573448519,17.469349,5.213718292,89.9937569,103.7630212,90.04337591
3024,AlF3Fe8LiMnNa5O45Si15,0.6411,9.482015614,17.48370302,5.245636999,90.00502671,103.9934776,90.02667742
3025,Al2CaF4Fe3Mg7Na4O44Si14,1.0534,9.553317482,17.58060249,5.235445834,89.94648127,104.6810913,89.93739796
3026,F2Fe6Li2MgMnNa6O46Si16,0.8069,9.50141471,17.47670622,5.248394401,90.09748476,103.5683712,90.00878133
3027,CaF2Fe3KMg7Na3O46Si16,1.0803,9.556368739,17.59360155,5.221524912,89.9522231,104.6407002,90.04516378
3028,F4Fe6Mg3MnNa6O44Si16,0.4597,9.532291744,17.37540529,5.195338208,89.99998353,104.3445802,90.00002659
3029,Mn2O4,0.3953,3.656315458,2.829767784,5.623381886,90.00000009,90.00000004,89.99999999
3030,Ca15Ce3LiO48Si12Sr5,0.4612,20.7728923,9.37338101,5.523666711,90.63134655,90.07998203,89.51324873
3031,B6Ba2Li3O18Zn5,3.6135,6.590460291,4.951172881,12.22918737,89.76074315,90.28153494,90.77524975
3032,Li3Mn2O4S4Sr4,0.3814,3.870395647,3.870378004,17.63854256,90.00000018,90.00000001,90.00000141
3033,B6Ba2LiO18Zn7,0.9073,6.798907964,4.960817681,12.3014207,90.11501086,91.06564687,89.60692753
3034,Li2MnO2S3Sr2,0.4172,3.969315155,3.96930814,10.15361563,89.99999733,90.00000017,89.99999833
3035,Li2Mn2O4S4Sr4,0.3798,3.900723281,3.900723006,16.63020541,89.99999985,90.00000048,90.00000073
3036,Fe4Li3O8,0.3873,2.797819178,4.765839254,9.057583118,88.90688086,90.00000052,90.00000013
3037,F32Li15Ni9,3.1412,8.31239632,8.305334001,8.325310747,88.7761433,89.82131073,90.41045689
3038,Fe4O8,0.3725,2.802514282,4.586402256,8.780979904,89.99855811,90.00000003,90.00000085
3039,F32Li16Ni8,3.6275,8.222425931,8.236180593,8.363914931,89.27630049,89.90680493,90.80193885
3040,B24Li11Ni81,0.3817,10.34493157,10.31017592,10.34382679,90.13397696,90.04281833,89.85350297
3041,Al2Ba2F4Li2Mg4O20Si6,3.8485,5.255364489,9.154923933,10.09256261,90.00000451,100.6646605,89.99999717
3042,B24Li14Ni78,0.3744,10.32287184,10.35100626,10.3537567,89.6092167,89.79894748,89.90209298
3043,Cr6Li3Mn3O72P18Ti6,0.3688,8.494655579,8.494657599,20.04936183,89.99984001,90.00013154,120.0019386
3044,Cr2Li2O4,0.3731,4.666487064,2.701560902,5.217618567,89.99999734,107.5679672,90.00000003
3045,La2Li3O18Ti6,0.3641,5.322815053,5.600635895,13.76702217,86.25853602,89.63107875,118.2247622
3046,La3Li3O18Ti6,0.5224,5.430670723,5.40168755,13.33683649,90.35461667,89.59736973,120.4900961
3047,Fe4Ge8Li4O24,0.7857,10.4286473,8.275289088,5.25044344,89.99996579,112.7849642,89.99998614
3048,Ge4Li10O16Zn,4.5953,11.32103842,5.642548219,5.253306314,87.774434,89.548795,95.29363828
3049,AgLiMnTe2,0.3746,4.24031653,4.24031637,6.890813571,90.00061715,89.99937511,120.0008098
3050,Ag2LiTe2,0.396,4.322550543,4.322550384,7.212473035,90.00026232,89.99973777,120.0003101
3051,LiMnTe2,0.3696,4.155860802,4.155860706,6.118042635,90.00043205,89.99956887,120.0009888
3052,AgAl7Li8,0.6911,6.285593732,6.285593671,6.285593649,90.00000292,90.00000909,90.00003733
3053,Al20Fe6MgO48Si7,0.3894,7.876449435,16.72424728,5.616746067,90.51014012,89.86488349,90.22156381
3054,Al21Fe5O48Si7,0.3904,7.896575215,16.57439913,5.605846027,89.62849751,90.39998013,90.14482045
3055,Al18Fe7Mg2O48Si8,0.377,7.936480254,16.72384557,5.682647048,89.50788633,89.90086052,89.49187015
3056,Li8P4Ti3,0.3919,5.785866703,5.977001725,5.785865649,90.00625653,89.94640891,89.99372758
3057,Li3NdS4,0.4885,5.420515821,5.420519619,5.420494034,89.99999698,90.00000895,90.00000065
3058,Co4Li5O16V3,0.3818,5.659645703,5.636891367,8.117175098,90.04893399,90.51591524,89.90671074
3059,Nd4S4,0.4845,5.666528784,5.666527795,5.66653013,90.00000039,90.00000652,90.00000001
3060,Cl3Li6N21O3P12,0.3654,4.874551521,14.13619015,8.269088244,90.97027034,91.24039571,90.32822876
3061,Cl3Li8N22O2P12,0.3663,4.826849655,14.31988144,8.149074646,90.02755326,90.09432727,90.52747849
3062,K2Li2O16Sb6,0.6587,10.24569207,10.44832677,3.199182922,89.99998722,90.00001835,92.88834255
3063,I11Li24N4,1.2114,9.412640628,9.412639975,9.412639668,90.00000056,89.99999176,89.99999747
3064,I8Li50N16,2.6665,10.12692307,9.916728404,9.971501478,94.73271984,90.1826454,89.96102005
3065,O18W6,1.0266,7.273212971,7.273416307,7.386214007,90.00064831,90.00043939,120.238276
3066,KO18W6,0.852,7.28157976,7.281542749,7.398509847,90.00032629,90.00043666,120.0202991
3067,Li11Nb6O56W10,0.3659,10.37404785,10.34534493,10.39087239,88.96327052,90.15931154,90.24015209
3068,Al3FFe3Li4Mg3NaO44Si16,0.9255,9.366884206,17.53702042,5.297313296,90.03830653,102.267082,89.98438275
3069,Fe11Li9O32Sb4,0.3633,8.244105011,7.874311713,8.401478252,90.42394616,92.80848744,90.92565913
3070,Ge3Li21P3S24,1.9354,8.734779804,8.492266463,12.73631881,89.31542003,93.65948952,89.95930572
3071,La4LiO12Ti3,0.5339,5.509627964,5.568881716,7.794624249,90.34315892,90.11626289,90.23917702
3072,Cr5Cu2Li7Mn10O32,0.3628,7.953633067,7.886040766,7.937131843,87.94604587,92.04110009,91.87520095
3073,Li8Mg2Mn14O32,0.365,7.786887247,7.968212998,7.968157194,87.18389354,92.07856131,92.07495885
3074,LiOTi,0.432,4.040247939,4.040258342,3.033311756,89.99997367,89.99997643,95.07768972
3075,LaLiO3Ti,0.3722,4.135026649,4.12775278,4.249743288,90.00015628,89.9998846,99.66923116
3076,F3Li2Nb4O11Sr2,0.7316,3.87232772,3.960739025,19.56317154,90.00000008,90.00000006,90.00000005
3077,Ba2LiO22Ru10,0.3769,5.721459128,5.721476093,13.95652158,89.9998749,89.9999653,120.0100594
3078,Li8NaO48Ru24,0.3777,9.34166792,16.19992647,5.496487269,90.18483913,89.47852749,89.89761055
3079,Li8Na4O48Ru24,0.3714,9.04435712,15.63450005,6.162842809,89.97537107,89.82779328,90.35548288
3080,K2Li3S4Zn,2.7867,3.958807825,3.958859649,12.68540352,90.00000016,89.99999849,89.99999227
3081,ILiO,0.3833,3.962787007,3.451657446,3.962787487,89.99999465,90.00002752,90.00001111
3082,F24Fe4LiRb8,1.2651,8.302935356,8.252725436,8.252149022,89.99999079,90.00000444,90.00000108
3083,F24Fe4Li3Rb8,1.1764,8.128029129,8.128094812,8.128285266,90.01019011,90.01019176,89.98983867
3084,Li4Mg10O48Sc2Si16,5.4327,18.31675432,8.878712436,5.241375301,90.00735945,89.59014495,90.05391229
3085,CaF2Fe5Mg5Na3O46Si16,0.9284,9.502153045,17.60328872,5.190078455,90.00165582,104.9414923,90.01855592
3086,Be4Ca2Mn4O34P6,0.375,6.249474507,9.831006031,9.725801191,72.38240607,84.50132634,86.80143998
3087,Ca7F2K2Li6Na2O66Si24Ti4,4.7296,9.921076265,9.925710426,17.27510395,99.33988679,94.77350961,119.8802425
3088,Fe2Li2Mg12O48Si16,0.4923,18.14682081,8.752929956,5.170108741,90.15758807,90.13252454,90.02887957
3089,FeLiMg14O48Si16,0.473,18.21233676,8.809252181,5.172125653,90.02771504,89.7601278,90.00298093
3090,Fe5LiMg10O48Si16,0.3825,18.12403773,8.677048705,5.127650525,90.01722136,89.85354884,90.13227527
3091,Fe2LiMg13O48Si16,0.4346,18.21179673,8.760603268,5.161988311,89.97007818,89.60413536,89.99272443
3092,Li2Nb3O12W,3.1355,4.69732881,4.697328651,9.392794358,90.0000066,90.00001859,89.66133704
3093,Li7Pt5Sn4,0.4827,6.485475825,6.485467325,6.004664216,90.00004054,89.9999778,89.99991799
3094,Li6Pt6Sn4,0.4264,5.788680765,7.333623118,5.788681276,89.99999931,89.99999644,90.00000112
3095,Ir5Li7Sn4,0.4791,6.232547434,6.103769658,6.232444578,90.00000369,89.99999206,90.00000678
3096,Ir7Li5Sn4,0.7673,6.158706189,6.158706606,6.158706679,90.00000186,90.00000305,90.00000296
3097,Li4O10S4Ti4Y4,0.4106,3.947840053,3.947840136,21.46819562,89.9999998,89.99999833,90.00000131
3098,La12Li5Mn3O28,0.395,5.322104572,5.334090691,20.37603156,90.08938327,90.14968821,89.89795777
3099,Li2Nb2O6,1.4469,3.922596913,3.922678612,7.846071601,89.99999957,89.99999939,89.99999537
3100,LaLiNb2O6,0.5873,3.982173844,3.982717798,7.963829169,90.00000607,89.99999619,90.00001091
3101,Ca4Li16N8,1.9494,3.737895874,3.737896258,25.32078623,90.00000263,90.00000072,89.99999556
3102,Ge20Li3Mg17Sr12,0.3991,14.50077526,4.47311555,18.53037386,90.00000013,89.42244599,89.99999996
3103,Ca32Ge32Li3Mg9,0.4648,21.75238116,4.449875745,18.35810039,90.00000016,89.98537423,89.99999939
3104,Ca32Ge32Li6Mg6,0.3983,21.81934475,4.416952391,18.3578224,90.00000006,89.95915276,90.00000077
3105,Ge7Li8O20Si,4.9454,6.02185718,15.17154023,4.948000281,90.09995006,89.97616595,89.8318473
3106,Al4Li2O24Si8,5.2421,7.611041636,7.699157073,9.217883784,90.18667263,89.33182216,90.06954799
3107,Al6Li2O24Si6,5.2838,7.762553304,7.64539971,9.43017831,90.75662391,89.65688781,90.07563359
3108,Al6Li3O24Si6,5.0752,7.530497915,7.776319871,9.331133427,89.55114661,89.88122916,90.24046771
3109,Li2O12W4,2.8579,4.655597566,4.655597581,9.265507251,89.9999897,90.00008727,90.00021335
3110,LiNb3O18W3,2.0612,5.359866831,5.360403488,13.51831097,89.96277974,90.00597226,120.0236147
3111,Li3NbO18W5,0.5563,5.204522783,5.204513575,13.42375559,89.9951222,90.00344248,120.0088839
3112,Ag7In5Li4,0.6115,6.569904819,6.569904681,6.569900867,89.99999887,90.00000256,90.00001132
3113,Ag2Li7Si7,0.6846,6.145696562,6.145493028,6.145274342,87.47240341,92.52671724,87.47384004
3114,Ag4Li6Si6,0.5434,5.506272582,6.786135793,6.135689754,90.00001203,89.99999904,89.99999986
3115,Ag2LiSi,1.1576,4.142716389,4.142716367,3.4610763,90.00000153,89.99999927,90.00000259
3116,Fe4Li6Mn14O32,0.3689,7.630344594,8.031585034,8.031000395,90.08419058,90.4448415,91.20945654
3117,Fe3Li5Mn16O32,0.3648,7.931933997,7.87249134,7.912132487,88.12772367,90.97290886,90.92447131
3118,FeLi6Mn17O32,0.3655,7.924763661,7.860241181,7.924827129,88.33016298,88.84546776,88.33204722
